Title,Genre,Languages,Series or Movie,Runtime,View Rating,IMDb Score,Rotten Tomatoes Score,Boxoffice
Deuce Bigalow: European Gigolo,Comedy,"English, Dutch",Movie,1-2 hour,R,4.7,9,"$22,400,154 "
Fame,"Comedy, Drama, Musical, Romance",English,Movie,1-2 hour,PG,5.1,24,"$22,455,510 "
Magnolia,Drama,"English, German, French",Movie,> 2 hrs,R,8,83,"$22,455,976 "
Red Corner,"Crime, Drama, Thriller","English, Mandarin",Movie,> 2 hrs,R,6.3,30,"$22,459,274 "
Hitman: Agent 47,"Action, Crime, Thriller",English,Movie,1-2 hour,R,5.7,8,"$22,467,450 "
War,"Action, Crime, Thriller","English, Mandarin, Japanese, Cantonese",Movie,1-2 hour,R,6.2,,"$22,486,409 "
The Warriors,"Action, Crime, Thriller",English,Movie,1-2 hour,R,7.6,90,"$22,490,039 "
Adaptation.,"Comedy, Drama","English, Latin",Movie,1-2 hour,R,7.7,91,"$22,498,520 "
Quest for Camelot,"Animation, Adventure, Comedy, Drama, Family, Fantasy, Musical",English,Movie,1-2 hour,G,6.3,45,"$22,510,798 "
The Incredible Burt Wonderstone,Comedy,"English, Spanish",Movie,1-2 hour,PG-13,5.9,38,"$22,537,881 "
The Borrowers,"Adventure, Comedy, Family, Fantasy",English,Movie,1-2 hour,PG,5.9,73,"$22,619,589 "
Booksmart,Comedy,"English, Mandarin, Spanish",Movie,1-2 hour,R,7.2,96,"$22,680,962 "
Gallows,"Horror, Mystery, Thriller",English,Movie,1-2 hour,R,4.3,14,"$22,764,410 "
Wont You Be My Neighbor?,"Documentary, Biography",English,Movie,1-2 hour,PG-13,8.4,97,"$22,835,787 "
Being John Malkovich,"Comedy, Drama, Fantasy",English,Movie,1-2 hour,R,7.7,93,"$22,863,596 "
Rudy,"Biography, Drama, Sport","English, Spanish",Movie,1-2 hour,PG,7.5,78,"$22,881,563 "
Revolutionary Road,"Drama, Romance",English,Movie,1-2 hour,R,7.3,67,"$22,911,480 "
Fighting with My Family,"Biography, Comedy, Drama, Sport",English,Movie,1-2 hour,PG-13,7.1,93,"$22,958,886 "
Love Happens,"Drama, Romance",English,Movie,1-2 hour,PG-13,5.7,16,"$22,965,110 "
Transcendence,"Action, Drama, Sci-Fi, Thriller",English,Movie,1-2 hour,PG-13,6.3,19,"$23,022,309 "
Whiskey Tango Foxtrot,"Biography, Comedy, Drama, War","English, Pushto, Dari, French",Movie,1-2 hour,R,6.6,68,"$23,083,334 "
Stay Alive,"Fantasy, Horror, Mystery, Sci-Fi, Thriller",English,Movie,1-2 hour,PG-13,5.1,10,"$23,086,480 "
Air Bud,"Comedy, Drama, Family, Sport",English,Movie,1-2 hour,PG,5.2,45,"$23,144,499 "
The Iron Giant,"Animation, Action, Adventure, Comedy, Drama, Family, Sci-Fi",English,Movie,1-2 hour,PG,8,96,"$23,159,305 "
Sanctum,"Action, Adventure, Drama, Thriller",English,Movie,1-2 hour,R,5.9,30,"$23,209,310 "
Vicky Cristina Barcelona,"Comedy, Drama, Romance","English, Spanish",Movie,1-2 hour,PG-13,7.1,81,"$23,216,709 "
Pompeii,"Action, Adventure, Drama, Fantasy, History, Romance",English,Movie,1-2 hour,PG-13,5.5,27,"$23,219,748 "
The Remains of the Day,"Drama, Romance","English, French, German",Movie,> 2 hrs,PG,7.8,95,"$23,237,911 "
Faster,"Action, Crime, Drama, Thriller",English,Movie,1-2 hour,R,6.4,42,"$23,240,020 "
The Usual Suspects,"Crime, Mystery, Thriller","English, Hungarian, Spanish, French",Movie,1-2 hour,R,8.5,89,"$23,341,568 "
The Covenant,"Action, Adventure, Fantasy, Horror, Mystery, Thriller",English,Movie,1-2 hour,PG-13,5.3,4,"$23,380,495 "
The Avengers,"Action, Adventure, Sci-Fi, Thriller",English,Movie,1-2 hour,PG-13,3.8,5,"$23,384,939 "
Hotel Rwanda,"Biography, Drama, History, War","English, French, Kinyarwanda",Movie,> 2 hrs,PG-13,8.1,91,"$23,530,892 "
Eight Crazy Nights,"Animation, Comedy, Musical",English,Movie,1-2 hour,PG-13,5.4,12,"$23,586,598 "
Kevin Hart: What Now?,"Documentary, Comedy",English,Movie,1-2 hour,R,5.9,76,"$23,591,043 "
The Losers,"Action, Adventure, Crime, Mystery, Thriller","English, Spanish, Sanskrit",Movie,1-2 hour,PG-13,6.3,49,"$23,591,432 "
Hot Fuzz,"Action, Comedy, Mystery, Thriller",English,Movie,> 2 hrs,R,7.8,91,"$23,637,265 "
Mad Max 2: The Road Warrior,"Action, Adventure, Sci-Fi, Thriller",English,Movie,1-2 hour,R,7.6,93,"$23,667,907 "
Good Burger,"Comedy, Family",English,Movie,1-2 hour,PG,5.7,32,"$23,712,993 "
Perfect Stranger,"Crime, Mystery, Thriller",English,Movie,1-2 hour,R,5.7,10,"$23,984,949 "
Around the World in 80 Days,"Action, Adventure, Comedy, Family, Western","English, Cantonese, French, German, Hindi, Turkish",Movie,1-2 hour,PG,5.9,32,"$24,008,137 "
White Boy Rick,"Crime, Drama",English,Movie,1-2 hour,R,6.5,57,"$24,011,188 "
Dont Be Afraid of the Dark,"Adventure, Fantasy, Horror, Thriller",English,Movie,1-2 hour,R,5.6,60,"$24,046,682 "
From Paris with Love,"Action, Crime, Thriller","English, French, Mandarin, German",Movie,1-2 hour,R,6.5,38,"$24,077,427 "
"Tinker, Tailor, Soldier, Spy","Drama, Mystery, Thriller","English, Russian, Hungarian, French, Turkish",Movie,> 2 hrs,R,7.1,83,"$24,149,393 "
Lord of War,"Action, Crime, Drama","English, Ukrainian, German, Spanish, Russian, French, Arabic, Turkish",Movie,> 2 hrs,R,7.6,61,"$24,149,632 "
Angel Eyes,"Drama, Romance",English,Movie,1-2 hour,R,5.6,,"$24,174,218 "
Hearts in Atlantis,"Drama, Mystery",English,Movie,1-2 hour,PG-13,6.9,49,"$24,185,781 "
Bridget Joness Baby,"Comedy, Drama, Romance","English, Italian",Movie,> 2 hrs,R,6.5,78,"$24,252,420 "
The Spy Next Door,"Action, Comedy, Family","English, Chinese, Russian",Movie,1-2 hour,PG,5.5,12,"$24,307,086 "
Judy & Punch,"Biography, Drama, Romance",English,Movie,1-2 hour,PG-13,6.8,81,"$24,313,888 "
Judy,"Biography, Drama, Romance",English,Movie,1-2 hour,PG-13,6.8,81,"$24,313,888 "
15 Minutes,"Action, Crime, Drama, Thriller","English, Czech, Russian, Greek, Afrikaans",Movie,> 2 hrs,R,6.1,32,"$24,403,552 "
The Wizard of Oz,"Adventure, Family, Fantasy, Musical",English,Movie,1-2 hour,PG,8,98,"$24,438,411 "
Downsizing,"Drama, Fantasy, Sci-Fi","English, Spanish, Norwegian, French, Korean, Greek, Vietnamese",Movie,> 2 hrs,R,5.7,47,"$24,449,754 "
Don Jon,"Comedy, Drama, Romance",English,Movie,1-2 hour,R,6.5,79,"$24,477,704 "
The Strangers: Prey At Night,Horror,English,Movie,1-2 hour,R,5.2,39,"$24,586,708 "
Fearless,"Action, Biography, Drama, Sport","Mandarin, Japanese, English",Movie,1-2 hour,PG-13,7.6,73,"$24,633,730 "
On the Basis of Sex,"Biography, Drama",English,Movie,> 2 hrs,PG-13,7.1,73,"$24,704,837 "
The Sweetest Thing,"Comedy, Romance",English,Movie,1-2 hour,R,5.2,26,"$24,718,164 "
"sex, lies, and videotape",Drama,English,Movie,1-2 hour,R,7.2,96,"$24,741,667 "
Gifted,Drama,English,Movie,1-2 hour,PG-13,7.6,73,"$24,801,212 "
Our Idiot Brother,"Comedy, Drama",English,Movie,1-2 hour,R,6.4,70,"$24,816,118 "
The Craft,"Drama, Fantasy, Horror, Thriller","English, French",Movie,< 30 minutes,R,6.4,55,"$24,819,936 "
Season of the Witch,"Action, Adventure, Fantasy","English, Latin",Movie,1-2 hour,PG-13,5.4,11,"$24,827,228 "
Never Back Down,"Action, Drama, Sport",English,Movie,1-2 hour,PG-13,6.6,23,"$24,850,922 "
Fright Night,"Fantasy, Horror, Thriller",English,Movie,1-2 hour,R,7.1,92,"$24,922,237 "
November Man,"Action, Thriller","English, Russian",Movie,1-2 hour,R,6.3,36,"$25,018,119 "
In the Heart of the Sea,"Action, Adventure, Biography, Drama, History",English,Movie,> 2 hrs,PG-13,6.9,42,"$25,020,758 "
Wyatt Earp,"Adventure, Biography, Crime, Drama, Western","English, Spanish",Movie,> 2 hrs,PG-13,6.7,46,"$25,052,000 "
Winchester,"Biography, Drama, Fantasy, Horror, Mystery, Thriller",English,Movie,1-2 hour,PG-13,5.5,13,"$25,091,816 "
"The Good, the Bad and the Ugly",Western,Italian,Movie,> 2 hrs,R,8.8,97,"$25,100,000 "
Alpha and Omega,"Animation, Adventure, Comedy, Family, Romance",English,Movie,1-2 hour,PG,5.2,18,"$25,107,267 "
All the Money in the World,"Biography, Crime, Drama, Mystery, Thriller","English, Italian, Arabic",Movie,> 2 hrs,R,6.8,80,"$25,113,707 "
Killer Elite,"Action, Crime, Thriller","English, Arabic, French, Spanish",Movie,1-2 hour,R,6.4,28,"$25,124,966 "
Escape Plan,"Action, Sci-Fi, Thriller","English, German, Arabic, Urdu",Movie,1-2 hour,R,6.7,50,"$25,135,965 "
The Witch,"Drama, Horror, Mystery",English,Movie,1-2 hour,R,6.9,90,"$25,138,705 "
Twisted,"Crime, Drama, Mystery, Thriller","English, Italian, Spanish",Movie,1-2 hour,R,5.3,1,"$25,198,598 "
Twisted,"Crime, Drama, Mystery, Thriller","English, Italian, Spanish",Movie,1-2 hour,R,5.3,1,"$25,198,598 "
Sweet November,"Drama, Romance",English,Movie,> 2 hrs,PG-13,6.7,15,"$25,288,103 "
The Transporter,"Action, Crime, Thriller","English, French, Mandarin",Movie,1-2 hour,PG-13,6.8,54,"$25,296,447 "
Katy Perry: Part of Me,"Documentary, Music","English, Portuguese",Movie,1-2 hour,PG,5.9,76,"$25,326,071 "
Desperado,"Action, Crime, Thriller","English, Spanish",Movie,1-2 hour,R,7.2,64,"$25,405,445 "
The International,"Action, Crime, Drama, Mystery, Thriller","English, Italian, French, Danish",Movie,1-2 hour,R,6.5,58,"$25,450,527 "
Serenity,"Action, Adventure, Sci-Fi, Thriller","English, Mandarin",Movie,1-2 hour,PG-13,7.8,82,"$25,514,517 "
Memento,"Mystery, Thriller",English,Movie,1-2 hour,R,8.4,93,"$25,544,867 "
Her,"Drama, Romance, Sci-Fi",English,Movie,> 2 hrs,R,8,94,"$25,568,251 "
The House,"Comedy, Crime",English,Movie,1-2 hour,R,5.6,20,"$25,584,504 "
Billy Madison,Comedy,"English, French, Spanish",Movie,1-2 hour,PG-13,6.4,42,"$25,588,734 "
The Mist,"Horror, Sci-Fi, Thriller",English,Movie,> 2 hrs,R,7.1,71,"$25,594,957 "
Cant Hardly Wait,"Comedy, Romance",English,Movie,1-2 hour,PG-13,6.5,40,"$25,605,015 "
Countdown,"Horror, Thriller","English, Latin",Movie,1-2 hour,PG-13,5.4,,"$25,621,766 "
21 and Over,Comedy,"English, Spanish",Movie,1-2 hour,R,5.8,27,"$25,682,380 "
The Outsiders,"Crime, Drama",English,Series,< 30 minutes,PG,7.1,63,"$25,697,647 "
Superhero Movie,"Action, Comedy, Sci-Fi",English,Movie,1-2 hour,PG-13,4.5,17,"$25,881,068 "
Alex Cross,"Action, Crime, Mystery, Thriller","English, German",Movie,1-2 hour,PG-13,5.2,11,"$25,888,412 "
All About the Benjamins,"Action, Comedy, Crime, Thriller","English, French",Movie,1-2 hour,R,5.9,30,"$25,916,319 "
Leap Year,"Comedy, Romance","English, Ukrainian",Movie,1-2 hour,PG,6.5,23,"$25,918,920 "
The Worlds End,"Comedy, Sci-Fi",English,Movie,1-2 hour,R,7,89,"$26,004,851 "
The Elephant Man,"Biography, Drama","English, French",Movie,> 2 hrs,PG,8.1,92,"$26,010,864 "
Searching,"Drama, Mystery, Thriller",English,Movie,1-2 hour,PG-13,7.6,92,"$26,020,957 "
That Awkward Moment,"Comedy, Romance",English,Movie,1-2 hour,R,6.2,22,"$26,068,955 "
Howards End,"Drama, Romance","English, German",Movie,> 2 hrs,PG,7.4,94,"$26,126,837 "
The Wrestler,"Drama, Sport",English,Movie,1-2 hour,R,7.9,98,"$26,238,243 "
Dumb and Dumberer: When Harry Met Lloyd,Comedy,English,Movie,1-2 hour,PG-13,3.4,10,"$26,276,465 "
Love the Coopers,"Comedy, Fantasy, Romance",English,Movie,1-2 hour,PG-13,5.8,18,"$26,302,731 "
A Walk Among the Tombstones,"Action, Crime, Drama, Mystery, Thriller","English, Spanish, Urdu, Russian",Movie,1-2 hour,R,6.5,67,"$26,307,600 "
Boogie Nights,Drama,English,Movie,> 2 hrs,R,7.9,93,"$26,400,640 "
One for the Money,"Action, Comedy, Crime, Thriller",English,Movie,1-2 hour,PG-13,5.3,2,"$26,414,527 "
Run All Night,"Action, Crime, Thriller",English,Movie,1-2 hour,R,6.6,59,"$26,461,644 "
The Woman in Black 2: Angel of Death,"Drama, Horror, Thriller",English,Movie,1-2 hour,PG-13,4.8,23,"$26,501,323 "
A Clockwork Orange,"Crime, Drama, Sci-Fi",English,Movie,> 2 hrs,R,8.3,86,"$26,589,355 "
The Forest,"Horror, Mystery, Thriller","English, Japanese",Movie,1-2 hour,PG-13,4.8,10,"$26,594,261 "
Event Horizon,"Horror, Sci-Fi, Thriller","English, Latin",Movie,1-2 hour,R,6.7,28,"$26,673,242 "
A Man Apart,"Action, Crime, Drama, Thriller","English, Spanish",Movie,1-2 hour,R,6.1,11,"$26,736,098 "
Best of Me,"Drama, Romance",English,Movie,1-2 hour,PG-13,6.7,12,"$26,766,213 "
The Other Boleyn Girl,"Biography, Drama, History, Romance",English,Movie,1-2 hour,PG-13,6.7,43,"$26,814,957 "
Ricki and the Flash,"Comedy, Drama, Music",English,Movie,1-2 hour,PG-13,5.9,65,"$26,822,144 "
Resident Evil: The Final Chapter,"Action, Horror, Sci-Fi",English,Movie,1-2 hour,R,5.5,37,"$26,830,068 "
Elizabethtown,"Comedy, Drama, Romance",English,Movie,> 2 hrs,PG-13,6.4,28,"$26,850,426 "
XXX: State of the Union,"Action, Adventure, Crime, Sci-Fi, Thriller",English,Movie,1-2 hour,PG-13,4.5,17,"$26,873,932 "
Eye for an Eye,"Crime, Drama, Thriller","English, French, Spanish, Korean",Movie,1-2 hour,R,6.2,,"$26,877,589 "
The Women,"Comedy, Drama",English,Movie,1-2 hour,PG-13,5,14,"$26,902,075 "
Rush,"Action, Biography, Drama, Sport","English, German, Italian, French, Spanish",Movie,> 2 hrs,R,8.1,88,"$26,947,624 "
Glory,"Biography, Drama, History, War",English,Movie,> 2 hrs,R,7.8,93,"$26,979,166 "
The Big Hit,"Action, Comedy, Crime, Thriller",English,Movie,< 30 minutes,R,6.1,43,"$27,007,143 "
High & Low The Worst,"Action, Crime, Drama, Thriller, Western",English,Movie,> 2 hrs,R,7.6,97,"$27,007,844 "
High & Low The Movie 3 / Final Mission,"Action, Crime, Drama, Thriller, Western",English,Movie,1-2 hour,R,7.6,97,"$27,007,844 "
High & Low The Movie 2 / End of Sky,"Action, Crime, Drama, Thriller, Western",English,Movie,> 2 hrs,R,7.6,97,"$27,007,844 "
High & Low The Red Rain,"Action, Crime, Drama, Thriller, Western",English,Movie,1-2 hour,R,7.6,97,"$27,007,844 "
High & Low The Movie,"Action, Crime, Drama, Thriller, Western",English,Movie,> 2 hrs,R,7.6,97,"$27,007,844 "
Hell or High Water,"Action, Crime, Drama, Thriller, Western",English,Movie,1-2 hour,R,7.6,97,"$27,007,844 "
Home Again,"Comedy, Drama, Romance",English,Movie,1-2 hour,PG-13,5.8,32,"$27,020,284 "
All Dogs Go to Heaven,"Animation, Comedy, Drama, Family, Fantasy, Musical",English,Movie,1-2 hour,G,6.8,44,"$27,100,027 "
Cloud Atlas,"Action, Drama, Mystery, Sci-Fi","English, Spanish, Ukrainian, Korean",Movie,> 2 hrs,R,7.4,66,"$27,108,272 "
Now and Then,"Comedy, Drama, Romance",English,Movie,1-2 hour,PG-13,6.8,32,"$27,112,329 "
Cats,"Comedy, Drama, Family, Fantasy, Musical",English,Movie,1-2 hour,PG,2.8,,"$27,166,770 "
Cats,"Comedy, Drama, Family, Fantasy, Musical",English,Movie,1-2 hour,PG,2.8,,"$27,166,770 "
Baby Geniuses,"Comedy, Crime, Family, Sci-Fi",English,Movie,1-2 hour,PG,2.7,2,"$27,250,736 "
No Escape,"Action, Thriller","English, French, Thai, Khmer, Mandarin",Movie,1-2 hour,R,6.8,47,"$27,288,872 "
Dallas Buyers Club,"Biography, Drama","English, Japanese",Movie,1-2 hour,R,8,93,"$27,298,285 "
Someone Like You,"Comedy, Romance",English,Series,< 30 minutes,PG-13,6.1,42,"$27,343,067 "
The Last Witch Hunter,"Action, Adventure, Fantasy",English,Movie,1-2 hour,PG-13,6,18,"$27,367,660 "
Florence Foster Jenkins,"Biography, Comedy, Drama, Music","English, German, Italian, Russian",Movie,1-2 hour,PG-13,6.8,87,"$27,383,770 "
Midsommar,"Drama, Horror, Mystery, Thriller","English, Swedish",Movie,> 2 hrs,R,7.1,83,"$27,426,361 "
The Brothers,"Comedy, Drama","English, French",Movie,1-2 hour,R,6.5,63,"$27,457,409 "
Friday,"Comedy, Drama",English,Movie,1-2 hour,R,7.3,,"$27,467,564 "
Friday,"Comedy, Drama",English,Movie,1-2 hour,R,7.3,,"$27,467,564 "
Murder on the Orient Express,"Crime, Drama, Mystery","English, French, German, Turkish, Italian, Swedish",Movie,> 2 hrs,PG,7.3,90,"$27,634,716 "
Hannibal Rising,"Adventure, Crime, Drama, Thriller, War","English, German, Russian",Movie,> 2 hrs,R,6.2,16,"$27,670,986 "
Saw VI,"Horror, Mystery, Thriller",English,Movie,1-2 hour,R,6,39,"$27,693,292 "
Oculus,"Horror, Mystery",English,Movie,1-2 hour,R,6.5,74,"$27,695,246 "
Sinister 2,"Horror, Mystery, Thriller",English,Movie,1-2 hour,R,5.3,15,"$27,740,955 "
The Switch,"Comedy, Drama, Romance",English,Movie,1-2 hour,PG-13,6.1,52,"$27,779,426 "
Logan Lucky,"Comedy, Crime, Drama",English,Movie,1-2 hour,PG-13,7,92,"$27,780,977 "
Rings,"Drama, Horror, Mystery, Romance",English,Movie,1-2 hour,PG-13,4.5,8,"$27,793,018 "
My Life,Drama,English,Movie,1-2 hour,PG-13,6.9,42,"$27,804,899 "
Crank,"Action, Crime, Thriller","English, Spanish, Korean",Movie,1-2 hour,R,6.9,61,"$27,838,408 "
Moonlight,Drama,English,Movie,1-2 hour,R,7.4,98,"$27,854,932 "
Beastly,"Drama, Fantasy, Romance",English,Movie,1-2 hour,PG-13,5.6,21,"$27,865,571 "
Menace II Society,"Crime, Drama, Thriller",English,Movie,1-2 hour,R,7.5,84,"$27,912,072 "
Johnny English,"Action, Adventure, Comedy","English, French, Japanese",Movie,1-2 hour,PG,6.2,33,"$28,082,366 "
Abduction,"Action, Mystery, Thriller",English,Movie,1-2 hour,PG-13,5.1,5,"$28,087,155 "
The Ant Bully,"Animation, Adventure, Comedy, Family, Fantasy",English,Movie,1-2 hour,PG,5.8,62,"$28,142,535 "
Happy Death Day 2U,"Comedy, Horror, Mystery, Sci-Fi, Thriller","English, French",Movie,1-2 hour,PG-13,6.2,71,"$28,148,130 "
Doom,"Action, Horror, Sci-Fi","English, Japanese",Movie,1-2 hour,R,5.2,18,"$28,212,337 "
Taxi Driver,"Crime, Drama","English, Spanish",Movie,1-2 hour,R,8.2,96,"$28,262,574 "
The Nut Job 2: Nutty by Nature,"Animation, Adventure, Comedy, Family, Fantasy",English,Movie,1-2 hour,PG,5.5,14,"$28,370,522 "
Stop! Or My Mom Will Shoot,"Action, Comedy",English,Movie,1-2 hour,PG-13,4.3,7,"$28,411,210 "
21 Bridges,"Action, Crime, Thriller",English,Movie,1-2 hour,R,6.6,53,"$28,539,757 "
Mr. Brooks,"Crime, Drama, Thriller",English,Movie,> 2 hrs,R,7.3,55,"$28,549,298 "
We Own the Night,"Action, Crime, Drama, Thriller","English, Russian, Spanish",Movie,1-2 hour,R,6.8,57,"$28,563,179 "
The Uninvited,"Drama, Fantasy, Horror, Mystery, Thriller",English,Movie,1-2 hour,PG-13,6.3,32,"$28,596,818 "
28 Weeks Later,"Action, Horror, Sci-Fi",English,Movie,1-2 hour,R,7,71,"$28,638,916 "
Defiance,"Action, Drama, History, Thriller, War","English, German, Russian",Movie,> 2 hrs,R,7.2,58,"$28,644,813 "
Untraceable,"Crime, Mystery, Thriller",English,Movie,1-2 hour,R,6.2,16,"$28,687,835 "
The Shawshank Redemption,Drama,English,Movie,> 2 hrs,R,9.3,91,"$28,699,976 "
Baby Boy,"Crime, Drama, Romance, Thriller",English,Movie,> 2 hrs,R,6.4,71,"$28,734,552 "
Mollys Game,"Biography, Crime, Drama",English,Movie,> 2 hrs,R,7.4,81,"$28,780,744 "
Point Break,"Action, Adventure, Crime, Sport, Thriller","English, French, Spanish",Movie,1-2 hour,PG-13,5.3,11,"$28,782,481 "
Kick-Ass 2,"Action, Comedy, Crime, Thriller",English,Movie,1-2 hour,R,6.5,32,"$28,795,985 "
The Five-Year Engagement,"Comedy, Romance","English, Spanish",Movie,> 2 hrs,R,6.2,63,"$28,835,528 "
Draft Day,"Drama, Sport",English,Movie,1-2 hour,PG-13,6.8,60,"$28,842,237 "
L.A. Story,"Comedy, Drama, Fantasy, Romance",English,Movie,1-2 hour,PG-13,6.7,94,"$28,862,081 "
One Direction: This Is Us,"Documentary, Music","English, Portuguese",Movie,1-2 hour,PG,4.3,63,"$28,873,374 "
"Girl, Interrupted","Biography, Drama",English,Movie,> 2 hrs,R,7.3,53,"$28,912,646 "
Nanny McPhee Returns,"Comedy, Family, Fantasy, War",English,Movie,1-2 hour,PG,6.1,75,"$29,011,215 "
The Stepfather,"Crime, Thriller","English, German",Movie,1-2 hour,PG-13,5.6,11,"$29,062,561 "
The Mechanic,"Action, Crime, Thriller",English,Movie,1-2 hour,R,6.6,53,"$29,121,498 "
Priest,"Action, Horror, Thriller",English,Movie,1-2 hour,PG-13,5.7,15,"$29,137,000 "
Childs Play,"Horror, Sci-Fi","English, Vietnamese",Movie,1-2 hour,R,5.8,,"$29,208,403 "
Zathura,"Action, Adventure, Comedy, Family, Fantasy, Sci-Fi",English,Movie,1-2 hour,PG,6.2,76,"$29,258,869 "
Major Payne,"Adventure, Comedy, Family","English, Vietnamese",Movie,1-2 hour,PG-13,6.3,33,"$29,412,050 "
A Walk in the Woods,"Adventure, Biography, Comedy, Drama",English,Movie,1-2 hour,R,6.4,47,"$29,504,281 "
Did You Hear About the Morgans?,"Comedy, Drama, Romance","English, Ukrainian, French, Italian, Spanish",Movie,1-2 hour,PG-13,4.9,12,"$29,580,087 "
When the Bough Breaks,"Drama, Thriller",English,Movie,1-2 hour,PG-13,5.2,12,"$29,747,603 "
Teen Titans Go! To the Movies,"Animation, Action, Adventure, Comedy, Family, Fantasy, Musical, Sci-Fi",English,Movie,1-2 hour,PG,6.8,91,"$29,790,236 "
Hostiles,"Drama, Western","English, Cheyenne, French",Movie,> 2 hrs,R,7.2,71,"$29,819,114 "
Madeline,"Comedy, Family","English, French, Spanish",Movie,1-2 hour,PG,6,65,"$29,967,750 "
"I, Tonya","Biography, Comedy, Drama, Sport",English,Movie,1-2 hour,R,7.5,90,"$30,014,539 "
The Iron Lady,"Biography, Drama",English,Series,< 30 minutes,PG-13,6.4,52,"$30,017,992 "
The Iron Lady,"Biography, Drama",English,Movie,1-2 hour,PG-13,6.4,52,"$30,017,992 "
Sophies Choice,"Drama, Romance","English, Polish, German, French, Russian",Movie,> 2 hrs,R,7.6,78,"$30,036,000 "
Road House,"Action, Thriller","English, Portuguese",Movie,1-2 hour,R,6.6,37,"$30,050,028 "
The Bank Job,"Crime, Drama, Thriller","English, Latin",Movie,1-2 hour,R,7.2,80,"$30,060,660 "
Free Willy 2: The Adventure Home,"Adventure, Drama, Family","English, Danish, Malay, Dutch, Indonesian, Finnish, Luxembourgish, French Sign Language",Movie,1-2 hour,PG,5.1,50,"$30,077,111 "
Ghost Ship,Horror,"English, Italian, Spanish",Movie,1-2 hour,R,5.5,16,"$30,113,491 "
When the Game Stands Tall,"Biography, Drama, Family, Sport",English,Movie,1-2 hour,PG,6.7,20,"$30,127,963 "
Wild Things,"Crime, Drama, Mystery, Thriller",English,Movie,1-2 hour,R,6.5,62,"$30,147,739 "
Riding in Cars with Boys,"Biography, Comedy, Drama",English,Movie,> 2 hrs,PG-13,6.5,49,"$30,165,536 "
The Art of War,"Action, Adventure, Crime, Thriller",English,Movie,1-2 hour,R,5.7,16,"$30,208,599 "
How Do You Know,"Comedy, Drama, Romance",English,Movie,> 2 hrs,PG-13,5.4,31,"$30,212,620 "
